no;tanggal_registrasi;judul;pengarang;penerbit;tahun_terbit;jenis_sumber;keterangan;nomor_induk;
345;07/08/2025;Pemburu kecil yang gagah berani;Shals Mahajan;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024345;
346;07/08/2025;Matematika di Mela;Kavitha Mandana;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024346;
347;07/08/2025;Perjalanan posy ke bulan;Sam Murphy;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024347;
348;07/08/2025;Rumah terbaik;Natasha Sharma;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024348;
349;07/08/2025;Mencuci pakaian;Hello English;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024349;
350;07/08/2025;Uuuh, sebel!;RF. Dhonna;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024350;
351;07/08/2025;Saat ibu pergi ke sekolah;Nandini Nayar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024351;
352;07/08/2025;Kami senang bepergian;Komar Rien Komar Cheh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024352;
353;07/08/2025;Kata-kata sangat berarti (kisah berima);Sampada Pradhan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024353;
354;07/08/2025;Tara dan Rafi pergi berbelanja;Kavitha Mandana;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024354;
355;07/08/2025;Kotak barang gulli;Anupama Ajinkya Apte;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024355;
356;07/08/2025;Kecil dan besar;Komar Rien Komar Cheh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024356;
357;07/08/2025;Siapa yang Baru Saja Lewat?;Radha Rangarajan;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024357;
358;07/08/2025;Hadiah dari bibi Titi;Baeletsi Tsatsi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024358;
359;07/08/2025;Apa yang kau lihat di laut?;Haiba Shaaban;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024359;
360;07/08/2025;Hatchiii!;Deepa Balsavar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024360;
361;07/08/2025;Menghitung kol;Penelope Smith;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024361;
362;07/08/2025;Blaire dan Millie;Jenny (Yunshan) Chen;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024362;
363;07/08/2025;Bagaimana kalau...?;Cristy Zinn;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024363;
364;07/08/2025;Gembira;Pankaj Chaturvedi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024364;
365;07/08/2025;Satya yang tidak bisa diam;Yamini Vijayan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024365;
366;07/08/2025;Kawan pertama Iko;Agatha Barachina;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024366;
367;07/08/2025;Cokelat ulang tahun;Tariq Manzoor;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024367;
368;07/08/2025;Petualang antariksa;Jessica Putri Elizabeth;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024368;
369;07/08/2025;Putri alam;Kim Ann Arun;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024369;
370;07/08/2025;Perjalanan panda;Aurora Wang ;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024370;
371;07/08/2025;Meong dan aum;Tanya Luther Agarwal;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024371;
372;07/08/2025;Uang apa ini?;Eni Wulansari;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024372;
373;07/08/2025;Alya dan kacamata kak Livi;Laila;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024373;
374;07/08/2025;Hai, Tirta!;Ayu Dianita Kurnia Putri;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024374;
375;07/08/2025;Perjalanan ke sawah;Wartono;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024375;
376;07/08/2025;Kerikil biasa;Rahmah Bangun;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024376;
377;07/08/2025;Efek Kelabang;Rustom Dadachanji;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024377;
378;07/08/2025;Pembohong yang berubah menjadi sapi;Yoo Min Jung;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024378;
379;07/08/2025;Gigi yang sudah sangat goyah;Reshma Thapa Gurung;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024379;
380;07/08/2025;Pergi ke Kota Besar;Lesley Koyi, Ursula Nafula;Badan Pengembangan dan Pembinaan Bahasa;2024;Hadiah;Perpustakaan Nasional;2024380;
381;07/08/2025;Tiga kucing kecil;Chou Chinith;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024381;
382;07/08/2025;Lusi ingin buku baru;Vedant Kanani;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024382;
383;07/08/2025;Siapa guruku?;Salvacion C. Montenegro;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024383;
384;07/08/2025;Kelinci dan singa;Saransh Mangla;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024384;
385;07/08/2025;Ketika aku dewasa;Priyadarshini Gogoi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024385;
386;07/08/2025;Sang wasit: Zaya Chakma;HerStory Foundation;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024386;
387;07/08/2025;Pambaram, si gasing nakal;Kavitha Punniyamurthi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024387;
388;07/08/2025;Kepiting yang egois dan ikan yang suka menolong;Anika Sharma;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024388;
389;07/08/2025;Berputar! berputar!;Winna Citra Lanidya;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024389;
390;07/08/2025;Dongeng sebelum tidur;Kanchan Bannerjee;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024390;
391;07/08/2025;Munmun si ikan;Rishi Vohra;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024391;
392;07/08/2025;Rapor yang mencengangkan;Jane De Suzat;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024392;
393;07/08/2025;Nenek sang Detektif;Vinayak Varma;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024393;
394;07/08/2025;Selamatkan pohon kita!;Adithimanasa TS;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024394;
395;07/08/2025;Motor ajaib bu Laya tidak suka buah-buahan;Mala Kumar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024395;
396;07/08/2025;Sang penulis dan dermawan: Nawab Faizunnesa;Khim Likkhena;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024396;
397;07/08/2025;Ibu ayam yang sibuk ;Phuangthana Phetsavong;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024397;
398;07/08/2025;Hari yang sangat hijau;Pham Thu Thuy;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024398;
399;07/08/2025;Khyaa, si raksasa berbulu;Durga Lal Shrestha;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024399;
400;07/08/2025;Nona kelinci menjadi koki;Chammi Iresha;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024400;
401;07/08/2025;Kapan hujan turun, Bu?;Kiran Kasturia;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024401;
402;07/08/2025;Sruuut! sruuut! ;Sunando C;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024402;
403;07/08/2025;Happy dan cerita si merak;Will Parsley;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024403;
404;07/08/2025;Anjing kecil mendengar sebuah suara;Chandana Bandara Samarakoon;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024404;
405;07/08/2025;Mane dan Muni;Chayadatta Nyupane;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024405;
406;07/08/2025;Kita Semua Adalah Hewan;Madhav Chavan;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024406;
407;07/08/2025;Kering atau Basah?;Lovleen Misra;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024407;
408;07/08/2025;Rencana putri Bahati;Deogratis Simba;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024408;
409;07/08/2025;Menunggu bulan purnama;Atifah Rabbani;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024409;
410;07/08/2025;Tidurlah, Yoyo!;Fauziah Rachmawati;Badan Pengembangan dan Pembinaan Bahasa;2023;Hadiah;Perpustakaan Nasional;2024410;
411;07/08/2025;Mimpiku yang ada di dalam laci;Fred Stryom;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024411;
412;07/08/2025;Cara berjalan hewan;Komar Rien Komar Cheh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024412;
413;07/08/2025;Savio dan sudut siku-siku;Ramya Pai;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024413;
414;07/08/2025;Tongkat kenangan kakek;Erlita Pratiwi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024414;
415;07/08/2025;Gibby si katak;Aarav Bansal;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024415;
416;07/08/2025;Aqila sipemarah;Vinayak Varma;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024416;
417;07/08/2025;Kacamata Ibu;Tanu Shree Singh;Badan Pengembangan dan Pembinaan Bahasa;2024;Hadiah;Perpustakaan Nasional;2024417;
418;07/08/2025;Tikus dan Tetikus;Aruna Keerthi Gamage;Badan Pengembangan dan Pembinaan Bahasa;2024;Hadiah;Perpustakaan Nasional;2024418;
419;07/08/2025;Semut dan kupu-kupu;Cziera Zaad Corpuz;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024419;
420;07/08/2025;Suka-suka heidi;Beby Haryanti Dewi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024420;
421;07/08/2025;Tumi pergi ke Taman;Paballo Rampa;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024421;
422;07/08/2025;Di Bawah Ranjangku;Anupa Lal;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024422;
423;07/08/2025;Indahnya perjalanan siput;Aruna Keerthi Gamage;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024423;
424;07/08/2025;Babi yang pintar;Nathalie Koenig;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024424;
425;07/08/2025;Kupu-kupu dan burung Rangkong;Komar Rien Komar Cheh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024425;
426;07/08/2025;Sang ilmuwan: Dr Firdausn Qadri;HerStory Foundation;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024426;
427;07/08/2025;Kelinci ketakutan;HOA MI;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024427;
428;07/08/2025;Siapa yang mencuri roti kami?;Asha S. Kiure;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024428;
429;07/08/2025;Puk puk si kapuk;Fitri Restiana ;Badan Pengembangan dan Pembinaan Bahasa;2023;Hadiah;Perpustakaan Nasional;2024429;
430;07/08/2025;Ayo lari, Kino;Tyas KW;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024430;
431;07/08/2025;Bubur pedas Arum;Prima Duantika;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024431;
432;07/08/2025;Tamasya ke dunia manusia;Aru;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024432;
433;07/08/2025;Burung kecil yang selalu cemberut;Reena I. Puri;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024433;
434;07/08/2025;Kota Kamayanan dan legenda tarian tangan;Armand Sazon;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024434;
435;07/08/2025;Tas sekolah Aiman;Mazhar Ahmad;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024435;
436;07/08/2025;Kaus Merahku;Rohini Nilekani;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024436;
437;07/08/2025;Mengapa? mengapa? mengapa?;Deepa Parameswara;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024437;
438;07/08/2025;Festival kacang hijau ;Nguyen Pham Tu Trinh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024438;
439;07/08/2025;Kaki yang mana?;Rustom Dadachanji;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024439;
440;07/08/2025;Rumah ibu kijang;Florenca Marundu;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024440;
441;07/08/2025;Flu;Sunando C;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024441;
442;07/08/2025;Anak jerapah dan matahari;Pham Thu Thuy;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024442;
443;07/08/2025;Gumpalan sampah;Karanjeet Kaur;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024443;
444;07/08/2025;Kisah Semo;Choi Yeram;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024444;
445;07/08/2025;Singkong dan sawit;Divine A., Elizabeth N., Georgina A;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024445;
446;07/08/2025;Ada Alien di Rumahku!;Refi Ioe Moahloli;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024446;
447;07/08/2025;Perjalanan Janice ke pasar pecinan;Anuradha Sengupta;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024447;
448;07/08/2025;Turun dari sana, Rocky!;Annie Besant;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024448;
449;07/08/2025;Nenekku punya ekor;Gauri Dalvi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024449;
450;07/08/2025;Sahabatku;Anupa Lal;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024450;
451;07/08/2025;Lingkaran Kehidupan;Alex Latimer;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024451;
452;07/08/2025;Legenda pahlawan Vietnam-Trung bersaudara;Vu Thi Kim Ha;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024452;
453;07/08/2025;Pepohonan;Aarushi Konda;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024453;
454;07/08/2025;Seekor singa berkeliaran;Paro Anand;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024454;
455;07/08/2025;Kutu yang terinjak;Zimbili Dlamini;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024455;
456;07/08/2025;Puka jalan-jalan;Muhammad Yahya Ayyasy;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024456;
457;07/08/2025;Wasta dan laba-laba;Aan Wulandari Usman;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024457;
458;07/08/2025;Virak sudah berusaha;Komar Rien Komar Cheh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024458;
459;07/08/2025;Nana dan batu kerikil ;Utari Ninghadiyati;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024459;
460;07/08/2025;Paplu sang raksasa;Ramendra Kumar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024460;
461;07/08/2025;Sang penyair: Sufia Kamal;HerStory Foundation;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024461;
462;07/08/2025;Lari, kelinci, lari!;Phumy Zikode;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024462;
463;07/08/2025;Di mana gogo?;Mala Kumar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024463;
464;07/08/2025;Engkaukah pelatuk itu?;Suhel Quader;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024464;
465;07/08/2025;Hari pertama Dina di sekolah;Angelika Heuer;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024465;
466;07/08/2025;Kisah Sapi pintar yang angkuh dan kereta api kecil;AnurAdha Annaya;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024466;
467;07/08/2025;Tikus yang cerdik;Ashishkumar Trivedi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024467;
468;07/08/2025;Tendai Membuat Sepeda;Lauren Gregory;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024468;
469;07/08/2025;Pinku dan Pankhu;Dropti Sharma;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024469;
470;07/08/2025;Dokter Vin;Voleak Phan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024470;
471;07/08/2025;Mengapa diam saja?;Felicia Amara;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024471;
472;07/08/2025;Namaku Kali;Anna Farida;Kementerian Pendididkan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024472;
473;07/08/2025;Burung Layang layang dan Lebah Madu;CH. Molorgerel;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024473;
474;07/08/2025;Jangan Sekarang, Jangan Sekarang !;Rohini Nilekani;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024474;
475;07/08/2025;Coba dengarkan;Carole Bloch;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024475;
476;07/08/2025;Siapa Aku ?;Pratham Content Grup;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024476;
477;07/08/2025;Tarian burung Merak;Shahid Anwar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024477;
478;07/08/2025;Chunu dan Munu membaca;Shantdas Manandhar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024478;
479;07/08/2025;Tinggi dan pendek;Huy Chheng Rattana;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024479;
480;07/08/2025;Yang ini tidak berbahaya;Ina Inong;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024480;
481;07/08/2025;Kotak petualang;Dian Sukma Kuswardhani;Pusat Perbukuan;2019;Hadiah;Perpustakaan Nasional;2024481;
482;07/08/2025;Rumah Wortel;Helga K;Kementerian Pendididkan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024482;
483;07/08/2025;Baju untuk Kak Abu;Wulandaru Pratiwi;Kementerian Pendididkan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024483;
484;07/08/2025;Cerita dari bawah laut;Felishia;Badan Pengembangan dan Pembinaan Bahasa;2019;Hadiah;Perpustakaan Nasional;2024484;
485;07/08/2025;Ada monster di kolam;Joni Syahputra;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024485;
486;07/08/2025;Berenang;Zainab Lokhandwalla;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024486;
487;07/08/2025;Betapa aku mencintai hujan;Salil Chaturvedi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024487;
488;07/08/2025;Merah;Andrea Sharon;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024488;
489;07/08/2025;Labu ibu Maneo;Marion Drew;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024489;
490;07/08/2025;Lomba menggambar;Gabriel Tong;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024490;
491;07/08/2025;Pishi dan amukan badai;Mala Kumar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024491;
492;07/08/2025;Damaru;Rukmini Banerji;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024492;
493;07/08/2025;Ciko, Cimi dan rumah pohon;Karlina Khairunnisaa;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024493;
494;07/08/2025;Bhujar dan si Penculik;Mohammad Shah Alam;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024494;
495;07/08/2025;Aku dan Abangku;Kanchan Bannerje;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024495;
496;07/08/2025;Cahaya Kecil;Mel Sopheawatey;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024496;
497;07/08/2025;Maaf, tapi tidak!;Hamidah Jauhary;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024497;
498;07/08/2025;Dokter Nina;Milena da Silva;badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024498;
499;07/08/2025;Kamu tidak bisa menemukanku!;Jemma Jose;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024499;
500;07/08/2025;Rumah untuk tikus;Michele Fry;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024500;
501;07/08/2025;Nenek dari ayam rintik;Ba Cua Ga Mo;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024501;
502;07/08/2025;Di Mana Aku?;Priya Venkatesh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024502;
503;07/08/2025;Di Bawah Tempat Tidurku;Anupa Lal;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024503;
504;07/08/2025;Matahari Mandi di Sungai;Na Khamheuang;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024504;
505;07/08/2025;Hujan, Hujan;Sanjiv Jaiswal 'sanjay';Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024505;
506;07/08/2025;Ada Hantu;Chandan Yadav;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024506;
507;07/08/2025;Binti mengerti perasaannya;Richa Jha;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024507;
508;07/08/2025;Aku akan membantumu;Andrea Abbott;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024508;
509;07/08/2025;Kelinci cokelat yang cerdik;HOA MI;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024509;
510;07/08/2025;Mengapa burung bernyanyi di pagi hari;Zanele Dlamini;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024510;
511;07/08/2025;Kitty ingin bermain!;Namita Singh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024511;
512;07/08/2025;Kisah si Willy;Roberta Sessa;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024512;
513;07/08/2025;Spotty, hiena yang sedih;Karen Lilje, Michelle Preen, Wilna Combrinck;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024513;
514;07/08/2025;Sang Pembela: kalpana chakma;HerStory Foundation;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024514;
515;07/08/2025;Boneka buatan bommakka;Praba Ram, Sheela Preuitt;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024515;
